results_code,version,area_code,season,period,species_code,species_id,year,index,stderr,stdev,upper_ci,lower_ci,LOESS_index,trend_index
BCCWS_PSSS,2025,BC,Winter,all years,BAEA,3020,2018,2.77607695651844,0.00853877303284452,0.270019712070124,3.3196631130603,2.29506024851922,2.76637856198246,2.76000912018031
BCCWS_PSSS,2025,BC,Winter,all years,BAEA,3020,2019,2.93873255351457,0.0092377758331486,0.292124121468092,3.5237512478247,2.45287958847867,2.80060639537685,2.75487155360589
BCCWS_PSSS,2025,BC,Winter,all years,BAEA,3020,2021,2.78678716099293,0.00864118638594306,0.273258306656189,3.37979644301655,2.29816270113267,2.81885100662487,2.74469073300491
BCCWS_PSSS,2025,BC,Winter,all years,BAEA,3020,2022,2.75206164231231,0.00893306153955443,0.282488209434423,3.32427207817944,2.27716805371541,2.80831744824351,2.73964718850135
BCCWS_PSSS,2025,BC,Winter,all years,BAEA,3020,2023,2.83772456379592,0.0097229215171574,0.307465775052773,3.51508136803329,2.28758137054555,2.78517503817098,2.73463469595485
BCCWS_PSSS,2025,BC,Winter,all years,BAEA,3020,2024,2.73679066483462,0.00494659912584905,0.156425199094809,3.05609768452866,2.45492679179863,2.74808666294178,2.72965311273244
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,1999,3.80902868934962,0.0205130071367829,0.648678242115231,3.80902868934962,3.80902868934962,3.49936175210427,3.76359244503735
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2000,3.7302444912917,0.0196773375519207,0.622252049520311,3.7302444912917,3.7302444912917,3.6521566985894,3.76446781411481
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2001,3.28126331033746,0.0167326718312527,0.529133543268991,3.28126331033746,3.28126331033746,3.85977618043929,3.76541322349895
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2002,3.61364968314993,0.0197273720254582,0.62383427849937,3.61364968314993,3.61364968314993,4.08406637266555,3.76642873615177
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2003,4.99197216310342,0.0246711240607674,0.780169444686072,4.99197216310342,4.99197216310342,4.36500447699936,3.76751441958149
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2004,3.73200686022591,0.0187269028894627,0.592196666514906,3.73200686022591,3.73200686022591,4.63974029750308,3.76867034585075
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2005,4.27070469968444,0.0211842710983321,0.669905472412062,4.27070469968444,4.27070469968444,5.02735494896746,3.76989659158531
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2006,7.08846231532261,0.0350008497262578,1.10682405176256,7.08846231532261,7.08846231532261,5.1385169962428,3.77119323798322
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2007,4.21384877133747,0.0179304778444747,0.567011495237263,4.21384877133747,4.21384877133747,5.09256014452571,3.77256037082458
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2008,5.45476753449474,0.0268459943654929,0.848944882470045,5.45476753449474,5.45476753449474,4.74727359869279,3.7739980804818
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2009,3.64510352535073,0.0188184702782278,0.595092281593825,3.64510352535073,3.64510352535073,4.26277324612994,3.77550646193031
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2010,3.43408148794694,0.0174446978297476,0.551649782353986,3.43408148794694,3.43408148794694,3.75059881159705,3.77708561475992
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2011,3.58705930577787,0.0187812956057479,0.59391671523075,3.58705930577787,3.58705930577787,3.46996598444989,3.77873564318658
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2012,3.5324345345374,0.0194481815571692,0.615005500691349,3.5324345345374,3.5324345345374,3.33899362720844,3.78045665606477
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2013,3.5543387879672,0.0193969784399125,0.61338631595303,3.5543387879672,3.5543387879672,3.2991425394265,3.78224876690029
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2014,2.66633320186865,0.0141348218750714,0.446982314459976,2.66633320186865,2.66633320186865,3.31626740977041,3.78411209386373
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2015,3.4863953514298,0.0165512236846903,0.523395649065458,3.4863953514298,3.4863953514298,3.33532516044068,3.78604675980435
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2016,3.77926161820906,0.0191076022468068,0.604235437244604,3.77926161820906,3.77926161820906,3.39131493695601,3.78805289226457
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2017,3.56144863683051,0.0179709958979101,0.568292788589387,3.56144863683051,3.56144863683051,3.52516665704318,3.79013062349492
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2018,3.07119200144196,0.0158180631601949,0.500211077586169,3.07119200144196,3.07119200144196,3.68462955600955,3.79228009046961
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2019,4.12081880952857,0.0207107217997952,0.654930528734545,4.12081880952857,4.12081880952857,3.80958586445852,3.79450143490261
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2021,4.14714966260954,0.0202552731983089,0.640527979356197,4.14714966260954,4.14714966260954,3.75876276196024,3.79916034679821
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2022,3.96877977237519,0.0203378488610274,0.64313925109108,3.96877977237519,3.96877977237519,3.62835395818869,3.80159822153966
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2023,3.11128729198416,0.018157843715785,0.574201435392556,3.11128729198416,3.11128729198416,3.42930050831667,3.80410858833306
BCCWS_PSSS,2025,Combined Outer Coast,Winter,all years,BAEA,3020,2024,3.07189611408381,0.0135449002370251,0.428327354287538,3.07189611408381,3.07189611408381,3.14268408034174,3.80669161285117
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,1999,1.75577915259613,0.00792127850902348,0.250492820690568,1.75577915259613,1.75577915259613,1.92354127825032,1.81485357185104
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2000,2.20099319084087,0.00952111802722041,0.301084188373055,2.20099319084087,2.20099319084087,1.84022100816586,1.8158236128392
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2001,1.59935344449832,0.00703239590430979,0.222383884656585,1.59935344449832,1.59935344449832,1.77796727464934,1.81682519579558
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2002,1.54208957300268,0.00659714703479058,0.208620106889643,1.54208957300268,1.54208957300268,1.73885987467902,1.81785838601064
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2003,2.11103635510764,0.0085953828349572,0.271809871195799,2.11103635510764,2.11103635510764,1.72032387171556,1.81892325064848
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2004,1.71777744767625,0.00696809819835658,0.220350612665225,1.71777744767625,1.71777744767625,1.72711620881763,1.82001985875385
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2005,1.45119195742282,0.00591292034423725,0.186982959109366,1.45119195742282,1.45119195742282,1.77721357426649,1.82114828125925
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2006,1.86480132849551,0.00734436017902666,0.232249061223662,1.86480132849551,1.86480132849551,1.87108350192998,1.82230859099232
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2007,1.9897936594464,0.00623196000352484,0.197071878982095,1.9897936594464,1.9897936594464,1.96847212262382,1.82350086268342
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2008,2.39192372873894,0.00963914557723839,0.304816547220118,2.39192372873894,2.39192372873894,2.11778117492071,1.82472517297335
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2009,1.73674598990696,0.00704080147682487,0.222649692198438,1.73674598990696,1.73674598990696,2.07679492412831,1.8259816004214
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2010,2.47516067406705,0.0100563080508124,0.318008382928554,2.47516067406705,2.47516067406705,1.98577764315066,1.82727022551349
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2011,1.92987087708688,0.00785398255901307,0.248364735897191,1.92987087708688,1.92987087708688,1.79378471874352,1.82859113067061
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2012,1.23397433069426,0.00538309040397837,0.170228265271676,1.23397433069426,1.23397433069426,1.71448761914683,1.82994440025744
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2013,1.42072169893087,0.00601558355193318,0.190229454791546,1.42072169893087,1.42072169893087,1.66936118397017,1.83133012059113
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2014,1.8763668662198,0.00809958165469381,0.256131261233479,1.8763668662198,1.8763668662198,1.74867133080287,1.83274837995042
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2015,2.16395145914278,0.00919132020651504,0.290655065565167,2.16395145914278,2.16395145914278,1.81780271040941,1.83419926858487
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2016,1.86090011324533,0.00788230130304676,0.249260253213409,1.86090011324533,1.86090011324533,1.8862109790047,1.83568287872431
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2017,1.94216396851884,0.00802045350224635,0.253629009345729,1.94216396851884,1.94216396851884,1.87613270906654,1.83719930458862
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2018,1.7983166406143,0.0076597371696847,0.242222157344553,1.7983166406143,1.7983166406143,1.80998211775705,1.83874864239758
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2019,1.58014622966786,0.00630683415999739,0.199439607705465,1.58014622966786,1.58014622966786,1.75962225827718,1.84033099038105
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2021,1.5051419061757,0.00612052611615128,0.193548030055823,1.5051419061757,1.5051419061757,1.85156473685121,1.84359511990381
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2022,1.78731142787424,0.00707218470139852,0.223642116898171,1.78731142787424,1.78731142787424,1.95056969490859,1.84527710804768
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2023,2.73443589884904,0.0127983193075008,0.404718392338116,2.73443589884904,2.73443589884904,2.08616276628907,1.8469925195971
BCCWS_PSSS,2025,Greater Vancouver,Winter,all years,BAEA,3020,2024,2.00461526235132,0.00689531444138335,0.21804898817823,2.00461526235132,2.00461526235132,2.27160056810676,1.84874146299241
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,1999,1.91693016285332,0.00870844404316619,0.275385180525308,1.91693016285332,1.91693016285332,1.80309169796981,1.68637994879161
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2000,1.82416550374626,0.00793721127915299,0.25099665912102,1.82416550374626,1.82416550374626,1.73191935468737,1.6864929433397
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2001,1.40299518143097,0.00629816326739583,0.199165410005789,1.40299518143097,1.40299518143097,1.69679912809453,1.68663394899411
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2002,1.5537357335804,0.00689655380994561,0.218088180453401,1.5537357335804,1.5537357335804,1.68366764476794,1.68680295882983
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2003,1.63082996191237,0.00686579622710012,0.21711554028227,1.63082996191237,1.63082996191237,1.7040525177999,1.68699996748324
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2004,1.80509208238877,0.00762230782719581,0.241038537608679,1.80509208238877,1.80509208238877,1.73923110250338,1.6872249711509
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2005,1.78449350196421,0.00759769963031032,0.240260358095999,1.78449350196421,1.78449350196421,1.83830632521665,1.68747796758835
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2006,1.97617933483131,0.00777572981328556,0.245890166800582,1.97617933483131,1.97617933483131,1.83136484452158,1.68775895610926
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2007,1.88988528273586,0.00626198106487565,0.198021228298537,1.88988528273586,1.88988528273586,1.79917825255033,1.68806793758452
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2008,1.61600258661689,0.00680833788730067,0.215298548038889,1.61600258661689,1.61600258661689,1.73619796189042,1.68840491444172
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2009,1.65580427532372,0.0068144473645642,0.215491746673546,1.65580427532372,1.65580427532372,1.6829869717915,1.68876989066457
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2010,1.46737605976923,0.00625200716191206,0.197705825793272,1.46737605976923,1.46737605976923,1.63838300604149,1.68916287179264
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2011,1.94846274119009,0.00792142381613691,0.250497415704955,1.94846274119009,1.94846274119009,1.65349220078671,1.68958386492116
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2012,1.48849329546695,0.00701318384638524,0.221776346040778,1.48849329546695,1.48849329546695,1.67444979373157,1.69003287870105
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2013,1.7396220118369,0.00740153671847543,0.234057142157508,1.7396220118369,1.7396220118369,1.69321000863805,1.69050992333902
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2014,1.79129771237388,0.00780772298130842,0.246901879605749,1.79129771237388,1.79129771237388,1.66131557293151,1.69101501059795
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2015,1.54113453655975,0.00657995345470083,0.208076398147482,1.54113453655975,1.54113453655975,1.64606294325993,1.69154815379729
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2016,1.63332940303684,0.0067467118560428,0.213349761819573,1.63332940303684,1.63332940303684,1.6339066956322,1.69210936781372
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2017,1.49280457225074,0.00603817452629299,0.190943844126941,1.49280457225074,1.49280457225074,1.64419561920186,1.69269866908193
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2018,1.80998377662527,0.00703395240944549,0.22243310567077,1.80998377662527,1.80998377662527,1.6523216743614,1.69331607559555
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2019,1.65728424457746,0.00692918040248831,0.219119923900653,1.65728424457746,1.65728424457746,1.66237559726524,1.69396160690828
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2021,1.80014607043065,0.00713447989664234,0.225612063940725,1.80014607043065,1.80014607043065,1.68562892316489,1.69533712995381
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2022,1.51412740758835,0.00637882754946768,0.201716238577483,1.51412740758835,1.51412740758835,1.69574026417741,1.69606716860638
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2023,1.79686141266818,0.00867788646092367,0.274418864928565,1.79686141266818,1.79686141266818,1.70515872632056,1.69682542590094
BCCWS_PSSS,2025,Juan de Fuca,Winter,all years,BAEA,3020,2024,1.69641770446594,0.00551816636802624,0.174499742307019,1.69641770446594,1.69641770446594,1.71196351253045,1.69761192921351
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,1999,4.30313318018822,0.0168200162829282,0.531895617351723,4.30313318018822,4.30313318018822,3.84486404806625,3.74493259290708
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2000,3.24139323525176,0.0127352743324736,0.402724735176969,3.24139323525176,3.24139323525176,3.80216352635998,3.74645967289776
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2001,3.5654209078811,0.0140439572291533,0.444108922061116,3.5654209078811,3.5654209078811,3.77121191452962,3.74804525237094
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2002,3.47000868351509,0.0137621699520468,0.43519802594798,3.47000868351509,3.47000868351509,3.75090386433099,3.74968943992405
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2003,4.4276510802728,0.0167735596033819,0.530426528152775,4.4276510802728,4.4276510802728,3.76363453771979,3.75139234730451
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2004,4.34096725170271,0.0163178039539784,0.51601426906673,4.34096725170271,4.34096725170271,3.78592610907044,3.7531540894226
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2005,2.84377693080932,0.0108101971465423,0.341848449385267,2.84377693080932,2.84377693080932,3.8183048432125,3.75497478436459
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2006,3.48199769195374,0.012517753573948,0.395846124823887,3.48199769195374,3.48199769195374,3.69254941488397,3.75685455340615
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2007,4.27531993074019,0.01143849689545,0.361717031983868,4.27531993074019,4.27531993074019,3.58981298622344,3.75879352102609
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2008,4.07152264560738,0.0149866159713801,0.473918408878179,4.07152264560738,4.07152264560738,3.73709285784596,3.76079181492042
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2009,2.94430536717755,0.0107710149951677,0.340609400965575,2.94430536717755,2.94430536717755,3.90468026926729,3.76284956601668
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2010,3.90663295999183,0.0149367497972393,0.472341501993346,3.90663295999183,3.90663295999183,4.04275437029729,3.76496690848858
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2011,5.18807128760399,0.0187771044873866,0.593784180431102,5.18807128760399,5.18807128760399,4.03964261725291,3.76714397977097
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2012,3.96509847980276,0.0159993590960427,0.505944158464277,3.96509847980276,3.96509847980276,4.01296945765599,3.76938092057514
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2013,3.2394484221684,0.0123295361001061,0.38989416569605,3.2394484221684,3.2394484221684,3.94843898628818,3.77167787490436
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2014,3.99214121276239,0.0154259281097632,0.487810678488676,3.99214121276239,3.99214121276239,3.72848736733133,3.7740349900698
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2015,3.93606183617385,0.0150580168113363,0.476176301689286,3.93606183617385,3.93606183617385,3.69530428583222,3.77645241670677
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2016,2.83237279276988,0.0107110651460605,0.338713620279953,2.83237279276988,2.83237279276988,3.69420253349466,3.77893030879127
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2017,3.81600673135148,0.0138599625441163,0.438290499240294,3.81600673135148,3.81600673135148,3.85371667904679,3.78146882365681
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2018,4.42481540739222,0.0163032534946769,0.515554143142787,4.42481540739222,4.42481540739222,3.91858089980185,3.78406812201165
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2019,4.3966809302844,0.016139362266748,0.510371447455016,4.3966809302844,4.3966809302844,3.97084186150646,3.78672836795632
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2021,3.69471100475583,0.0135415327121237,0.428220863799881,3.69471100475583,3.69471100475583,3.97944760452316,3.79223237608599
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2022,3.73802796141147,0.0144806007617486,0.457916802946949,3.73802796141147,3.73802796141147,3.95860587569937,3.7950764835957
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2023,3.7083136516823,0.0163183389552967,0.516031187293903,3.7083136516823,3.7083136516823,3.92007815175764,3.79798222938205
BCCWS_PSSS,2025,Strait of Georgia,Winter,all years,BAEA,3020,2024,4.1742335784374,0.0110762438373226,0.350261584453428,4.1742335784374,4.1742335784374,3.86609849078819,3.80094979478142
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,1999,6.82243003419743,0.0415978184627134,1.31543852036378,9.75546065831438,4.59496222008919,7.28804527491121,7.95911274552286
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2000,8.75378463408221,0.0556898891292891,1.76106892290805,12.6960564362072,5.7958009630314,7.5053067800371,7.90862057214573
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2001,7.68030048789119,0.0439157219911427,1.38873706582756,10.6081761407587,5.34923371516689,7.71964889485896,7.85880243263893
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2002,7.01898723406734,0.0440373828556814,1.39258432016803,9.9619414607765,4.59848837150961,7.90006283882446,7.80964963222463
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2003,6.73237887366216,0.0405036637587919,1.28083831059399,9.55389138992442,4.619452691225,8.01363111033229,7.76115361916772
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2004,7.84668028225525,0.0473181808009346,1.49633226066604,10.963217925428,5.34257829240107,8.08567415969977,7.71330598241289
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2005,11.5206978480699,0.0871498808771828,2.75592121384251,17.7381302226312,7.29557314482969,8.23893095333523,7.66609844926648
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2006,7.58860621855469,0.0481327221460651,1.52209031965594,11.0369085819002,5.20228542855846,8.29577154784091,7.61952288312243
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2007,6.60490227854112,0.0301826948963043,0.954460617942613,8.70924711318316,5.01896808836555,8.28932723636796,7.57357128123127
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2008,7.18237186440716,0.0468751299624771,1.48232176297831,10.4901997964917,4.83653532433298,8.06959393939469,7.52823577251162
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2009,9.45891666094822,0.0638393955991873,2.01877894541961,13.7482304748619,6.12107725007076,7.89900925413973,7.48350861540311
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2010,8.95798851926819,0.0644986036550541,2.03962493450432,13.433399160872,5.84279813801046,7.77203075930196,7.43938219576013
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2011,6.6712582521275,0.0422546110042998,1.33620812418002,9.77006939225505,4.51786209912648,7.67392622909728,7.39584902478564
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2012,6.40798943821738,0.042126287309605,1.33215017264999,9.31459893762372,4.27571977044681,7.49449446407208,7.35290173700415
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2013,7.56419166057555,0.0544903666960493,1.723136692973,11.5495112099839,4.91913403382117,7.32883984884836,7.3105330882733
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2014,7.75410575727796,0.0581139191466164,1.83772348262176,12.0772140060399,4.93492839653855,7.49355714519351,7.26873595383325
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2015,8.68091334215006,0.0653805672375443,2.06751507184423,13.5930718507417,5.56652912908344,7.66123385206011,7.22750332639313
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2016,7.0341363406587,0.0519871727851774,1.6439787511388,10.9117304398793,4.5013019479184,7.79641856213134,7.186828314254
BCCWS_PSSS,2025,BC,Winter,all years,HARD,750,2017,7.83303705245898,0.0576276132064129,1.82234513851464,11.955325202437,5.06237990074944,7.61086706686309,7.14670413946751
